DnsLookupTime;TimeOfMeasurement;Url;Path;Ip;Port;ConnectionEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional
4.109;1529102368;www.youtube.com;/;172.217.23.142;443;34.673;200;Q043;
1.025;1529102368;www.litespeedtech.com;/;52.55.120.73;443;209.955;200;Q043;
4.308;1529102969;www.google.com;;172.217.16.68;443;83.910;200;TCP/TLS1.2;
4.262;1529102970;www.youtube.com;;216.58.214.46;443;52.550;200;TCP/TLS1.2;
12.305;1529102970;www.litespeedtech.com;;52.55.120.73;443;329.382;200;TCP/TLS1.2;
1.137;1529102970;www.google.com;/;172.217.16.68;443;50.695;200;Q043;
2.770;1529102971;www.youtube.com;/;216.58.214.46;443;35.108;200;Q043;
1.244;1529102971;www.litespeedtech.com;/;52.55.120.73;443;209.548;200;Q043;
4.271;1529103572;www.google.com;;172.217.21.36;443;78.418;200;TCP/TLS1.2;
4.264;1529103573;www.youtube.com;;216.58.205.238;443;53.516;200;TCP/TLS1.2;
28.583;1529103573;www.litespeedtech.com;;52.55.120.73;443;319.734;200;TCP/TLS1.2;
1.224;1529103573;www.google.com;/;172.217.21.36;443;59.242;200;Q043;
1.317;1529103573;www.youtube.com;/;172.217.22.14;443;34.905;200;Q043;
1.095;1529103574;www.litespeedtech.com;/;52.55.120.73;443;219.163;200;Q043;
4.292;1529104175;www.google.com;;172.217.16.68;443;81.439;200;TCP/TLS1.2;
4.264;1529104176;www.youtube.com;;172.217.23.174;443;52.788;200;TCP/TLS1.2;
12.411;1529104176;www.litespeedtech.com;;52.55.120.73;443;308.406;200;TCP/TLS1.2;
1.175;1529104176;www.google.com;/;172.217.16.68;443;50.312;200;Q043;
2.789;1529104176;www.youtube.com;/;172.217.22.78;443;35.730;200;Q043;
0.994;1529104177;www.litespeedtech.com;/;52.55.120.73;443;207.004;200;Q043;
4.264;1529104778;www.google.com;;216.58.213.228;443;82.741;200;TCP/TLS1.2;
4.260;1529104778;www.youtube.com;;172.217.22.110;443;53.134;200;TCP/TLS1.2;
28.563;1529104779;www.litespeedtech.com;;52.55.120.73;443;308.472;200;TCP/TLS1.2;
1.134;1529104779;www.google.com;/;216.58.213.228;443;50.963;200;Q043;
2.868;1529104779;www.youtube.com;/;172.217.22.78;443;35.321;200;Q043;
1.004;1529104780;www.litespeedtech.com;/;52.55.120.73;443;201.845;200;Q043;
28.594;1529105381;www.google.com;;216.58.213.228;443;103.011;200;TCP/TLS1.2;
4.256;1529105381;www.youtube.com;;172.217.22.110;443;52.278;200;TCP/TLS1.2;
31.802;1529105382;www.litespeedtech.com;;52.55.120.73;443;343.408;200;TCP/TLS1.2;
1.373;1529105382;www.google.com;/;216.58.213.228;443;51.772;200;Q043;
1.194;1529105382;www.youtube.com;/;216.58.207.78;443;35.017;200;Q043;
0.950;1529105383;www.litespeedtech.com;/;52.55.120.73;443;207.306;200;Q043;
4.289;1529105983;www.google.com;;172.217.16.68;443;81.848;200;TCP/TLS1.2;
4.262;1529105984;www.youtube.com;;172.217.21.206;443;53.090;200;TCP/TLS1.2;
12.408;1529105985;www.litespeedtech.com;;52.55.120.73;443;332.032;200;TCP/TLS1.2;
1.178;1529105985;www.google.com;/;172.217.16.68;443;50.706;200;Q043;
2.659;1529105985;www.youtube.com;/;172.217.22.110;443;37.156;200;Q043;
1.305;1529105986;www.litespeedtech.com;/;52.55.120.73;443;202.429;200;Q043;
4.287;1529106586;www.google.com;;172.217.16.68;443;97.587;200;TCP/TLS1.2;
4.240;1529106587;www.youtube.com;;216.58.210.14;443;53.586;200;TCP/TLS1.2;
12.394;1529106588;www.litespeedtech.com;;52.55.120.73;443;343.538;200;TCP/TLS1.2;
1.395;1529106588;www.google.com;/;172.217.16.68;443;50.732;200;Q043;
1.402;1529106588;www.youtube.com;/;216.58.206.14;443;34.497;200;Q043;
0.980;1529106589;www.litespeedtech.com;/;52.55.120.73;443;211.820;200;Q043;
4.295;1529267079;www.google.com;;216.58.213.228;443;81.265;200;TCP/TLS1.2;
4.270;1529267080;www.youtube.com;;172.217.23.174;443;53.896;200;TCP/TLS1.2;
28.583;1529267081;www.litespeedtech.com;;52.55.120.73;443;342.578;200;TCP/TLS1.2;
1.441;1529267081;www.google.com;/;216.58.213.228;443;52.735;200;Q043;
1.297;1529267081;www.youtube.com;/;172.217.22.14;443;35.619;200;Q043;
1.025;1529267082;www.litespeedtech.com;/;52.55.120.73;443;219.314;200;Q043;
4.275;1529267683;www.google.com;;216.58.213.228;443;81.234;200;TCP/TLS1.2;
28.557;1529267684;www.youtube.com;;172.217.18.14;443;86.404;200;TCP/TLS1.2;
12.423;1529267684;www.litespeedtech.com;;52.55.120.73;443;343.701;200;TCP/TLS1.2;
1.221;1529267684;www.google.com;/;216.58.213.228;443;50.759;200;Q043;
1.227;1529267684;www.youtube.com;/;172.217.16.174;443;35.287;200;Q043;
1.000;1529267685;www.litespeedtech.com;/;52.55.120.73;443;207.700;200;Q043;
4.274;1529268286;www.google.com;;172.217.16.68;443;115.471;200;TCP/TLS1.2;
28.450;1529268287;www.youtube.com;;216.58.207.46;443;52.472;200;TCP/TLS1.2;
28.519;1529268288;www.litespeedtech.com;;52.55.120.73;443;348.494;200;TCP/TLS1.2;
1.261;1529268288;www.google.com;/;172.217.16.68;443;52.073;200;Q043;
2.805;1529268288;www.youtube.com;/;172.217.22.78;443;37.162;200;Q043;
1.008;1529268289;www.litespeedtech.com;/;52.55.120.73;443;196.078;200;Q043;
4.278;1529268889;www.google.com;;172.217.16.68;443;83.057;200;TCP/TLS1.2;
4.265;1529268890;www.youtube.com;;172.217.22.78;443;53.205;200;TCP/TLS1.2;
12.400;1529268891;www.litespeedtech.com;;52.55.120.73;443;326.959;200;TCP/TLS1.2;
1.178;1529268891;www.google.com;/;172.217.16.68;443;51.845;200;Q043;
3.069;1529268891;www.youtube.com;/;172.217.16.174;443;35.629;200;Q043;
1.070;1529268892;www.litespeedtech.com;/;52.55.120.73;443;206.944;200;Q043;
28.514;1529269492;www.google.com;;216.58.213.228;443;104.047;200;TCP/TLS1.2;
4.267;1529269493;www.youtube.com;;172.217.22.14;443;52.776;200;TCP/TLS1.2;
12.380;1529269494;www.litespeedtech.com;;52.55.120.73;443;308.915;200;TCP/TLS1.2;
1.151;1529269494;www.google.com;/;216.58.213.228;443;51.045;200;Q043;
2.737;1529269494;www.youtube.com;/;216.58.214.110;443;35.083;200;Q043;
0.956;1529269495;www.litespeedtech.com;/;52.55.120.73;443;195.836;200;Q043;
4.272;1529270095;www.google.com;;172.217.16.68;443;82.432;200;TCP/TLS1.2;
12.412;1529270097;www.youtube.com;;216.58.206.14;443;70.260;200;TCP/TLS1.2;
12.319;1529270097;www.litespeedtech.com;;52.55.120.73;443;327.212;200;TCP/TLS1.2;
1.220;1529270097;www.google.com;/;172.217.16.68;443;50.868;200;Q043;
1.203;1529270097;www.youtube.com;/;172.217.22.14;443;34.850;200;Q043;
0.969;1529270098;www.litespeedtech.com;/;52.55.120.73;443;219.483;200;Q043;
4.286;1529270699;www.google.com;;216.58.213.228;443;81.175;200;TCP/TLS1.2;
4.258;1529270700;www.youtube.com;;216.58.207.78;443;52.904;200;TCP/TLS1.2;
28.511;1529270701;www.litespeedtech.com;;52.55.120.73;443;311.975;200;TCP/TLS1.2;
1.190;1529270701;www.google.com;/;216.58.213.228;443;51.109;200;Q043;
2.702;1529270701;www.youtube.com;/;172.217.23.142;443;34.819;200;Q043;
1.039;1529270702;www.litespeedtech.com;/;52.55.120.73;443;207.305;200;Q043;
4.293;1529271302;www.google.com;;216.58.213.228;443;82.341;200;TCP/TLS1.2;
4.266;1529271303;www.youtube.com;;216.58.207.78;443;52.885;200;TCP/TLS1.2;
253.077;1529271304;www.litespeedtech.com;;52.55.120.73;443;325.698;200;TCP/TLS1.2;
1.108;1529271304;www.google.com;/;216.58.213.228;443;52.239;200;Q043;
2.616;1529271304;www.youtube.com;/;172.217.18.174;443;35.334;200;Q043;
0.954;1529271305;www.litespeedtech.com;/;52.55.120.73;443;219.336;200;Q043;
4.289;1529271906;www.google.com;;172.217.16.68;443;91.250;200;TCP/TLS1.2;
28.565;1529271906;www.youtube.com;;172.217.21.238;443;51.762;200;TCP/TLS1.2;
12.379;1529271907;www.litespeedtech.com;;52.55.120.73;443;343.961;200;TCP/TLS1.2;
1.164;1529271907;www.google.com;/;172.217.16.68;443;51.712;200;Q043;
1.244;1529271907;www.youtube.com;/;216.58.206.14;443;34.941;200;Q043;
0.915;1529271908;www.litespeedtech.com;/;52.55.120.73;443;219.488;200;Q043;
4.285;1529272509;www.google.com;;172.217.16.68;443;82.986;200;TCP/TLS1.2;
4.244;1529272510;www.youtube.com;;172.217.18.14;443;52.568;200;TCP/TLS1.2;
28.543;1529272510;www.litespeedtech.com;;52.55.120.73;443;326.831;200;TCP/TLS1.2;
1.177;1529272510;www.google.com;/;172.217.16.68;443;51.160;200;Q043;
1.404;1529272510;www.youtube.com;/;216.58.205.238;443;35.848;200;Q043;
0.992;1529272511;www.litespeedtech.com;/;52.55.120.73;443;207.498;200;Q043;
