DnsLookupTime;TimeOfMeasurement;Url;Path;Ip;Port;ConnectionEstablishmentTime;HttpResponse;Protocol;TcpHandshakeTimeOptional
0.601;1532943078;www.google.com;/;2a00:1450:4005:80a::2004;443;51.545;200;Q043;
0.603;1532943078;www.google.com;;2a00:1450:4005:80a::2004;443;69.996;200;TCP/TLS1.2;18.953
0.578;1532943078;www.google.com;;2a00:1450:4005:80a::2004;443;51.529;200;TCP/TLS1.3;19.406
0.664;1532943078;www.google.cn;/;2a00:1450:4001:81c::2003;443;36.054;200;Q043;
0.633;1532943078;www.google.cn;;2a00:1450:4001:81c::2003;443;43.786;200;TCP/TLS1.2;9.268
359.586;1532943079;www.google.com.vn;/;2a00:1450:4005:800::2003;443;50.349;200;Q043;
0.582;1532943079;www.google.com.vn;;2a00:1450:4005:800::2003;443;72.420;200;TCP/TLS1.2;19.377
0.677;1532943079;www.youtube.com;/;2a00:1450:4001:81a::200e;443;33.349;200;Q043;
0.710;1532943081;www.youtube.com;;2a00:1450:4001:81a::200e;443;41.373;200;TCP/TLS1.2;8.996
16.900;1532943081;www.google.pl;/;2a00:1450:4005:800::2003;443;50.540;200;Q043;
0.481;1532943081;www.google.pl;;2a00:1450:4005:800::2003;443;71.451;200;TCP/TLS1.2;19.397
17.260;1532943081;www.google.gr;/;2a00:1450:4005:800::2003;443;52.139;200;Q043;
0.552;1532943082;www.google.gr;;2a00:1450:4005:800::2003;443;73.257;200;TCP/TLS1.2;19.407
17.167;1532943082;www.google.com.ua;/;2a00:1450:4005:800::2003;443;51.482;200;Q043;
0.557;1532943082;www.google.com.ua;;2a00:1450:4005:800::2003;443;72.558;200;TCP/TLS1.2;19.214
73.202;1532943082;www.google.by;/;2a00:1450:4005:800::2003;443;51.734;200;Q043;
0.536;1532943082;www.google.by;;2a00:1450:4005:800::2003;443;73.660;200;TCP/TLS1.2;19.362
32.789;1532943083;www.google.cl;/;2a00:1450:4005:800::2003;443;49.883;200;Q043;
0.795;1532943083;www.google.cl;;2a00:1450:4005:800::2003;443;73.048;200;TCP/TLS1.2;19.423
270.980;1532943083;www.google.com.br;/;2a00:1450:4005:800::2003;443;50.716;200;Q043;
0.599;1532943083;www.google.com.br;;2a00:1450:4005:800::2003;443;72.623;200;TCP/TLS1.2;19.446
17.107;1532943084;www.google.be;/;2a00:1450:4005:800::2003;443;51.333;200;Q043;
0.494;1532943084;www.google.be;;2a00:1450:4005:800::2003;443;73.162;200;TCP/TLS1.2;19.379
221.379;1532943084;www.google.com.pe;/;2a00:1450:4005:80a::2003;443;52.203;200;Q043;
0.494;1532943084;www.google.com.pe;;2a00:1450:4005:80a::2003;443;73.032;200;TCP/TLS1.2;19.490
0.473;1532943085;www.blogger.com;/;2a00:1450:4001:81c::2009;443;35.834;302;Q043;
0.652;1532943085;www.blogger.com;;2a00:1450:4001:81c::2009;443;45.352;302;TCP/TLS1.2;9.298
17.016;1532943085;www.google.fr;/;2a00:1450:4005:800::2003;443;50.080;200;Q043;
0.680;1532943085;www.google.fr;;2a00:1450:4005:800::2003;443;71.134;200;TCP/TLS1.2;19.033
0.525;1532943085;www.doubleclick.net;/;2a00:1450:4001:81d::200e;443;36.000;301;Q043;
0.747;1532943085;www.doubleclick.net;;2a00:1450:4001:81d::200e;443;43.274;301;TCP/TLS1.2;9.227
0.643;1532943085;www.google.at;/;2a00:1450:4005:800::2003;443;52.901;200;Q043;
0.618;1532943086;www.google.at;;2a00:1450:4005:800::2003;443;73.725;200;TCP/TLS1.2;19.424
16.838;1532943086;www.google.co.in;/;2a00:1450:4005:800::2003;443;49.128;200;Q043;
0.661;1532943086;www.google.co.in;;2a00:1450:4005:800::2003;443;76.772;200;TCP/TLS1.2;19.404
26.294;1532943086;www.google.ae;/;2a00:1450:4005:80a::2003;443;52.800;200;Q043;
0.608;1532943086;www.google.ae;;2a00:1450:4005:80a::2003;443;71.678;200;TCP/TLS1.2;18.962
24.431;1532943086;www.google.com.co;/;2a00:1450:4005:80a::2003;443;50.032;200;Q043;
